,,,,,,,
ALL DIVISIONS ,,,,,,,
Middle School Round 1 Max Score=200,,,Open and All Service Round 1 Max Score = 330,,,,
Middle School Round 2 Max Score = 300,,,Open and Al Service Round 2 Max Score = 330,,,,
Middle School Round 1 and 2 Max Score = 500,,,Open and All Service Round and Round 2  Max Score = 660,,,,
,,,,,,,
Team #,Division / Category,Location,Round 1 Score,Round 2  Network Security (Images),Round 2 Cisco Networking ,Cumulative Score,Tier
12-1862,Open,FL,276.00,248.00,18.60,542.60,Platinum
12-6391,Open,CA,284.33,237.00,21.20,542.53,Platinum
12-4024,Open,OH,273.13,248.00,21.40,542.53,Platinum
12-6593,Open,MO,288.87,231.00,22.60,542.47,Platinum
12-5085,Open,CA,286.07,240.00,16.40,542.47,Platinum
12-4730,Open,MO,285.07,237.00,20.00,542.07,Platinum
12-5789,Open,CO,281.13,240.00,20.80,541.93,Platinum
12-6494,Open,WI,279.00,249.00,13.80,541.80,Platinum
12-0678,Open,CO,278.40,243.00,20.40,541.80,Platinum
12-1125,Open,CA,281.13,234.00,26.60,541.73,Platinum
12-5755,Open,CO,279.93,238.00,23.80,541.73,Platinum
12-2240,Open,VA,280.07,242.00,19.40,541.47,Platinum
12-3395,Open,FL,283.33,247.00,11.00,541.33,Platinum
12-2370,Open,MD,280.73,235.00,25.20,540.93,Platinum
12-6160,Open,VA,278.93,235.00,27.00,540.93,Platinum
12-4380,Open,CA,315.33,205.00,20.40,540.73,Platinum
12-5610,Open,VA,272.87,245.00,22.60,540.47,Platinum
12-2271,Open,CA,285.40,230.00,25.00,540.40,Platinum
12-2381,Open,CA,253.33,280.00,7.00,540.33,Platinum
12-2017,Open,CAN,291.13,222.00,26.60,539.73,Platinum
12-0204,Open,CA,284.67,238.00,17.00,539.67,Platinum
12-6162,Open,VA,280.67,240.00,18.60,539.27,Platinum
12-7053,Open,CA,285.07,233.00,21.20,539.27,Platinum
12-2014,Open,VA,276.27,238.00,25.00,539.27,Platinum
12-5464,Open,SC,275.00,246.00,18.20,539.20,Platinum
12-4413,Open,AL,280.40,244.00,14.80,539.20,Platinum
12-3109,Open,AL,275.13,245.00,19.00,539.13,Platinum
12-6299,Open,IL,295.47,218.00,25.60,539.07,Platinum
12-1983,Open,MD,287.47,227.00,24.60,539.07,Platinum
12-2392,Open,CA,271.07,249.00,19.00,539.07,Platinum
12-0070,Open,IN,280.80,246.00,12.20,539.00,Platinum
12-7039,Open,NJ,286.80,232.00,20.20,539.00,Platinum
12-1611,Open,OK,284.53,239.00,15.40,538.93,Platinum
12-5088,Open,TX,269.33,245.00,24.60,538.93,Platinum
12-5127,Open,CO,255.87,262.00,21.00,538.87,Platinum
12-1042,Open,MI,287.07,232.00,19.80,538.87,Platinum
12-2216,Open,CA,278.47,243.00,17.20,538.67,Platinum
12-1550,Open,FL,279.20,240.00,19.40,538.60,Platinum
12-4456,Open,CO,267.93,256.00,14.60,538.53,Platinum
12-0073,Open,WA,268.20,252.00,17.80,538.00,Platinum
12-2884,Open,OK,279.20,235.00,23.00,537.20,Platinum
12-4268,Open,VA,262.67,256.00,18.40,537.07,Platinum
12-0966,Open,ID,283.00,249.00,5.00,537.00,Platinum
12-2318,Open,WI,291.27,239.00,6.60,536.87,Platinum
12-6551,Open,CA,267.67,269.00,0.00,536.67,Platinum
12-0037,Open,OH,280.87,233.00,22.80,536.67,Platinum
12-5767,Open,RI,294.20,236.00,6.40,536.60,Platinum
12-0369,Open,RI,289.87,239.00,7.60,536.47,Platinum
12-5002,Open,GA,272.73,252.00,11.60,536.33,Platinum
12-3614,Open,CA,283.67,240.00,12.40,536.07,Platinum
12-3622,Open,HI,278.80,230.00,27.20,536.00,Platinum
12-0785,Open,WI,294.27,225.00,16.60,535.87,Platinum
12-0658,Open,FL,272.67,237.00,26.20,535.87,Platinum
12-4967,Open,HI,290.27,220.00,25.20,535.47,Platinum
12-1517,Open,CA,280.27,232.00,23.20,535.47,Platinum
12-4373,Open,CA,283.00,238.00,14.40,535.40,Platinum
12-0512,Open,NJ,291.40,219.00,24.80,535.20,Platinum
12-1523,Open,CA,300.27,219.00,15.80,535.07,Platinum
12-3208,Open,MA,279.07,249.00,7.00,535.07,Platinum
12-4152,Open,CO,284.40,228.00,22.60,535.00,Platinum
12-6701,Open,SC,301.60,212.00,21.20,534.80,Platinum
12-0394,Open,AZ,272.20,250.00,12.60,534.80,Platinum
12-2001,Open,CA,287.93,232.00,14.80,534.73,Platinum
12-2004,Open,CA,291.33,224.00,19.40,534.73,Platinum
12-4616,Open,NJ,283.67,247.00,4.00,534.67,Platinum
12-5481,Open,MD,270.27,238.00,26.20,534.47,Platinum
12-7408,Open,VA,282.60,230.00,21.60,534.20,Platinum
12-7110,Open,VA,274.20,234.00,26.00,534.20,Platinum
12-5302,Open,CAN,274.00,249.00,11.00,534.00,Platinum
12-0676,Open,CO,283.00,251.00,0.00,534.00,Platinum
12-6108,Open,CA,257.53,252.00,24.20,533.73,Platinum
12-1460,Open,MA,275.53,236.00,22.20,533.73,Platinum
12-5692,Open,IL,293.33,225.00,15.40,533.73,Platinum
12-6586,Open,VA,272.33,247.00,14.40,533.73,Platinum
12-0572,Open,TX,281.67,247.00,5.00,533.67,Platinum
12-0860,Open,NV,268.87,244.00,20.80,533.67,Platinum
12-0140,Open,IN,284.33,239.00,10.20,533.53,Platinum
12-5549,Open,CA,279.93,228.00,25.60,533.53,Platinum
12-2052,Open,VA,260.27,254.00,19.20,533.47,Platinum
12-4190,Open,WA,292.07,236.00,5.00,533.07,Platinum
12-1254,Open,SC,279.33,237.00,16.60,532.93,Platinum
12-4151,Open,OK,287.87,220.00,25.00,532.87,Platinum
12-0653,Open,MI,294.87,234.00,4.00,532.87,Platinum
12-5871,Open,TX,276.27,236.00,20.60,532.87,Platinum
12-1741,Open,CO,261.87,249.00,21.80,532.67,Platinum
12-5304,Open,MA,277.07,236.00,19.60,532.67,Platinum
12-3212,Open,MA,293.67,220.00,18.60,532.27,Platinum
12-3863,Open,VA,279.87,227.00,25.20,532.07,Platinum
12-6549,Open,CA,263.27,244.00,24.80,532.07,Platinum
12-0663,Open,CA,263.33,248.00,20.60,531.93,Platinum
12-5676,Open,CA,260.33,250.00,21.60,531.93,Platinum
12-4901,Open,KS,281.33,233.00,17.60,531.93,Platinum
12-1381,Open,VA,258.47,252.00,21.40,531.87,Platinum
12-1311,Open,CA,289.40,222.00,20.40,531.80,Platinum
12-0706,Open,CA,270.47,253.00,8.00,531.47,Platinum
12-1739,Open,CA,284.07,242.00,5.40,531.47,Platinum
12-1700,Open,NE,265.93,245.00,20.40,531.33,Platinum
12-4010,Open,MI,290.47,220.00,20.20,530.67,Platinum
12-5301,Open,CAN,274.00,236.00,20.60,530.60,Platinum
12-4087,Open,MO,262.33,245.00,23.20,530.53,Platinum
12-2592,Open,NY,280.33,243.00,7.00,530.33,Platinum
12-3259,Open,TX,270.87,234.00,25.40,530.27,Platinum
12-3138,Open,VA,277.67,248.00,4.40,530.07,Platinum
12-0710,Open,FL,295.33,214.00,20.60,529.93,Platinum
12-0470,Open,GA,280.93,221.00,27.80,529.73,Platinum
12-1255,Open,NV,280.33,230.00,19.40,529.73,Platinum
12-3835,Open,CO,269.47,238.00,22.20,529.67,Platinum
12-2729,Open,MD,275.27,231.00,23.20,529.47,Platinum
12-3087,Open,CO,268.00,240.00,21.20,529.20,Platinum
12-1707,Open,MD,282.73,222.00,24.40,529.13,Platinum
12-6057,Open,MD,266.33,244.00,18.60,528.93,Platinum
12-0180,Open,CA,283.33,237.00,8.60,528.93,Platinum
12-2077,Open,VA,275.67,242.00,11.20,528.87,Platinum
12-3594,Open,WA,290.20,218.00,20.40,528.60,Platinum
12-0114,Open,AL,285.00,217.00,26.20,528.20,Platinum
12-5565,Open,OH,278.47,230.00,19.60,528.07,Platinum
12-2678,Open,VA,274.27,245.00,8.80,528.07,Platinum
12-0652,Open,MI,286.00,237.00,5.00,528.00,Platinum
12-1176,Open,TX,280.60,232.00,15.40,528.00,Platinum
12-1063,Open,NV,268.80,238.00,21.00,527.80,Platinum
12-0176,Open,CA,265.40,253.00,9.40,527.80,Platinum
12-1804,Open,MT,282.93,224.00,20.60,527.53,Platinum
12-6605,Open,PA,270.53,241.00,15.80,527.33,Platinum
12-4355,Open,OR,279.40,231.00,16.80,527.20,Platinum
12-5516,Open,WI,249.73,257.00,20.40,527.13,Platinum
12-2382,Open,CA,264.33,249.00,13.80,527.13,Platinum
12-5685,Open,CA,282.13,227.00,17.80,526.93,Platinum
12-2119,Open,GA,264.53,246.00,16.40,526.93,Platinum
12-4415,Open,IL,244.13,263.00,19.60,526.73,Platinum
12-2336,Open,CA,266.07,239.00,21.60,526.67,Platinum
12-3632,Open,VA,285.67,220.00,20.80,526.47,Platinum
12-1899,Open,CA,248.67,260.00,17.80,526.47,Platinum
12-4514,Open,RI,250.40,252.00,24.00,526.40,Platinum
12-1197,Open,CO,277.73,228.00,20.60,526.33,Platinum
12-6388,Open,CA,274.40,227.00,24.80,526.20,Platinum
12-1006,Open,VA,264.33,243.00,18.80,526.13,Platinum
12-1927,Open,NJ,259.07,248.00,19.00,526.07,Platinum
12-6678,Open,CA,300.67,209.00,16.20,525.87,Platinum
12-4904,Open,MI,284.07,219.00,22.80,525.87,Platinum
12-5286,Open,NJ,280.67,223.00,22.20,525.87,Platinum
12-4737,Open,PA,289.00,214.00,22.80,525.80,Platinum
12-4043,Open,VA,301.47,222.00,2.00,525.47,Platinum
12-0543,Open,CA,272.87,230.00,22.60,525.47,Platinum
12-0107,Open,AL,294.53,211.00,19.80,525.33,Platinum
12-5151,Open,CA,276.53,226.00,22.80,525.33,Platinum
12-6017,Open,HI,257.67,249.00,18.60,525.27,Platinum
12-0651,Open,MI,292.20,231.00,2.00,525.20,Platinum
12-6128,Open,VA,277.20,225.00,22.80,525.00,Platinum
12-7481,Open,FL,260.00,251.00,13.80,524.80,Platinum
12-2892,Open,NM,263.73,255.00,6.00,524.73,Platinum
12-0420,Open,CA,269.13,237.00,18.20,524.33,Platinum
12-5189,Open,CA,273.00,225.00,26.20,524.20,Platinum
12-5466,Open,AL,291.67,211.00,21.40,524.07,Platinum
12-5878,Open,TX,267.67,240.00,16.40,524.07,Platinum
12-3180,Open,NV,276.07,227.00,20.80,523.87,Platinum
12-0515,Open,TX,267.73,237.00,19.00,523.73,Platinum
12-2494,Open,CA,275.33,241.00,7.40,523.73,Platinum
12-5865,Open,TX,276.27,229.00,17.80,523.07,Platinum
12-1540,Open,CA,267.47,234.00,21.40,522.87,Platinum
12-3405,Open,OH,290.40,213.00,19.40,522.80,Platinum
12-1091,Open,TX,262.67,253.00,7.00,522.67,Platinum
12-6329,Open,IL,270.80,231.00,20.80,522.60,Platinum
12-6112,Open,AZ,284.87,219.00,18.60,522.47,Platinum
12-2795,Open,NM,261.67,243.00,17.80,522.47,Platinum
12-0816,Open,NE,275.47,223.00,23.80,522.27,Platinum
12-1715,Open,MA,274.73,224.00,23.20,521.93,Platinum
12-0838,Open,CA,269.00,241.00,11.80,521.80,Platinum
12-6881,Open,PA,285.53,217.00,19.20,521.73,Platinum
12-3713,Open,CO,279.73,220.00,22.00,521.73,Platinum
12-1951,Open,CA,292.47,208.00,21.20,521.67,Platinum
12-2269,Open,CA,290.53,223.00,8.00,521.53,Platinum
12-1438,Open,CO,274.40,232.00,15.00,521.40,Platinum
12-4046,Open,NY,260.60,237.00,23.80,521.40,Platinum
12-0210,Open,CA,278.33,218.00,25.00,521.33,Platinum
12-1359,Open,TX,282.33,233.00,6.00,521.33,Platinum
12-1512,Open,AZ,265.27,233.00,23.00,521.27,Platinum
12-3103,Open,SC,263.07,235.00,23.20,521.27,Platinum
12-1833,Open,NJ,279.00,218.00,24.20,521.20,Platinum
12-1404,Open,MA,261.00,240.00,20.20,521.20,Platinum
12-2750,Open,LA,273.67,243.00,4.40,521.07,Platinum
12-1144,Open,NJ,287.00,234.00,0.00,521.00,Platinum
12-5066,Open,CO,271.40,227.00,22.60,521.00,Platinum
12-4494,Open,VA,265.40,247.00,8.40,520.80,Platinum
12-0603,Open,UT,258.07,240.00,22.60,520.67,Platinum
12-2990,Open,VA,276.07,223.00,21.60,520.67,Platinum
12-0537,Open,MI,280.80,215.00,24.80,520.60,Platinum
12-5695,Open,CA,285.13,215.00,20.40,520.53,Platinum
12-4056,Open,OK,285.73,208.00,26.80,520.53,Platinum
12-5461,Open,AZ,273.53,239.00,8.00,520.53,Platinum
12-5560,Open,CA,252.60,251.00,16.80,520.40,Gold
12-5887,Open,TX,260.53,238.00,21.80,520.33,Gold
12-4437,Open,MD,281.20,235.00,4.00,520.20,Gold
12-3302,Open,NM,252.33,245.00,22.80,520.13,Gold
12-3209,Open,MA,267.20,227.00,25.80,520.00,Gold
12-3822,Open,CA,279.87,225.00,15.00,519.87,Gold
12-4784,Open,CAN,254.80,251.00,13.80,519.60,Gold
12-0371,Open,RI,280.40,223.00,15.60,519.00,Gold
12-2675,Open,VA,270.73,237.00,11.20,518.93,Gold
12-5869,Open,IL,261.93,239.00,17.80,518.73,Gold
12-4144,Open,CO,262.00,237.00,19.60,518.60,Gold
12-2994,Open,HI,284.80,212.00,21.60,518.40,Gold
12-4961,Open,OH,279.20,229.00,10.00,518.20,Gold
12-5621,Open,MD,277.67,228.00,12.40,518.07,Gold
12-6497,Open,CO,269.00,224.00,24.80,517.80,Gold
12-1206,Open,CAN,295.40,206.00,16.40,517.80,Gold
12-1210,Open,TX,278.40,220.00,19.00,517.40,Gold
12-1148,Open,NJ,270.80,223.00,23.40,517.20,Gold
12-2125,Open,CAN,280.13,228.00,9.00,517.13,Gold
12-1519,Open,WI,274.53,223.00,19.60,517.13,Gold
12-5884,Open,CO,268.73,226.00,22.40,517.13,Gold
12-2301,Open,TX,266.73,237.00,13.40,517.13,Gold
12-0664,Open,CA,260.67,234.00,22.40,517.07,Gold
12-0501,Open,VA,269.40,240.00,7.60,517.00,Gold
12-6849,Open,NY,268.93,228.00,20.00,516.93,Gold
12-3263,Open,CA,290.33,206.00,20.60,516.93,Gold
12-0129,Open,IN,274.20,221.00,21.60,516.80,Gold
12-2799,Open,AL,277.33,225.00,14.40,516.73,Gold
12-1612,Open,OK,258.07,252.00,6.60,516.67,Gold
12-4328,Open,VA,294.87,203.00,18.60,516.47,Gold
12-1854,Open,KS,259.67,249.00,7.60,516.27,Gold
12-1143,Open,NJ,284.00,226.00,6.20,516.20,Gold
12-1651,Open,NJ,269.60,225.00,21.60,516.20,Gold
12-0167,Open,SC,273.40,219.00,23.80,516.20,Gold
12-0218,Open,CA,262.00,231.00,23.00,516.00,Gold
12-1382,Open,VA,269.33,229.00,17.60,515.93,Gold
12-1610,Open,OK,260.60,248.00,7.20,515.80,Gold
12-2500,Open,HI,274.87,221.00,19.60,515.47,Gold
12-6930,Open,TX,253.00,250.00,12.40,515.40,Gold
12-4219,Open,VA,270.07,229.00,16.00,515.07,Gold
12-0654,Open,MI,287.00,225.00,3.00,515.00,Gold
12-6233,Open,TX,265.00,246.00,4.00,515.00,Gold
12-1386,Open,CA,265.67,233.00,16.20,514.87,Gold
12-1313,Open,CA,272.27,224.00,18.40,514.67,Gold
12-0542,Open,CA,277.67,228.00,8.60,514.27,Gold
12-3294,Open,MD,247.87,246.00,20.40,514.27,Gold
12-2219,Open,CA,279.53,213.00,21.60,514.13,Gold
12-1545,Open,CA,268.73,229.00,16.40,514.13,Gold
12-3088,Open,KY,263.33,240.00,10.80,514.13,Gold
12-1394,Open,TX,266.67,240.00,7.40,514.07,Gold
12-2584,Open,OH,283.87,219.00,11.20,514.07,Gold
12-2662,Open,CA,275.07,231.00,8.00,514.07,Gold
12-5379,Open,VA,281.60,210.00,22.40,514.00,Gold
12-2794,Open,NM,262.60,236.00,15.20,513.80,Gold
12-0562,Open,GA,274.00,219.00,20.80,513.80,Gold
12-4498,Open,TX,258.13,231.00,24.60,513.73,Gold
12-4050,Open,NY,287.07,203.00,23.60,513.67,Gold
12-6533,Open,CA,258.67,246.00,8.80,513.47,Gold
12-5827,Open,MD,249.67,240.00,23.80,513.47,Gold
12-0606,Open,VA,264.80,225.00,23.60,513.40,Gold
12-3942,Open,UT,261.20,226.00,26.20,513.40,Gold
12-3408,Open,NV,267.27,239.00,7.00,513.27,Gold
12-3739,Open,TX,250.27,239.00,24.00,513.27,Gold
12-0121,Open,SC,264.47,231.00,17.40,512.87,Gold
12-1976,Open,NJ,263.87,229.00,20.00,512.87,Gold
12-5612,Open,TX,268.67,240.00,4.00,512.67,Gold
12-3941,Open,UT,297.93,199.00,15.60,512.53,Gold
12-0303,Open,FL,260.53,233.00,19.00,512.53,Gold
12-1963,Open,CA,250.27,245.00,17.20,512.47,Gold
12-5805,Open,WA,274.73,229.00,8.60,512.33,Gold
12-6606,Open,PA,256.73,241.00,14.60,512.33,Gold
12-3514,Open,OH,270.73,226.00,15.40,512.13,Gold
12-5776,Open,CO,275.67,223.00,13.40,512.07,Gold
12-2817,Open,VA,266.67,239.00,6.40,512.07,Gold
12-2654,Open,CA,276.40,231.00,4.60,512.00,Gold
12-5084,Open,CA,259.40,232.00,20.60,512.00,Gold
12-0209,Open,CA,257.80,231.00,23.20,512.00,Gold
12-1520,Open,WI,268.27,224.00,19.20,511.47,Gold
12-5619,Open,TX,275.33,230.00,6.00,511.33,Gold
12-5651,Open,MI,273.67,219.00,18.60,511.27,Gold
12-6464,Open,CAN,262.93,234.00,14.00,510.93,Gold
12-4624,Open,OK,268.20,221.00,21.60,510.80,Gold
12-5785,Open,CA,273.93,221.00,15.80,510.73,Gold
12-5886,Open,TX,279.87,213.00,17.80,510.67,Gold
12-6330,Open,IN,268.93,219.00,22.60,510.53,Gold
12-2971,Open,TX,283.33,216.00,11.00,510.33,Gold
12-0091,Open,GA,282.20,205.00,23.00,510.20,Gold
12-1141,Open,NJ,279.33,212.00,18.80,510.13,Gold
12-1396,Open,OK,270.13,216.00,24.00,510.13,Gold
12-3274,Open,VA,199.93,289.00,21.00,509.93,Gold
12-1314,Open,CA,281.87,210.00,18.00,509.87,Gold
12-6146,Open,OR,268.20,224.00,17.60,509.80,Gold
12-3334,Open,TX,268.40,233.00,8.20,509.60,Gold
12-6970,Open,CA,269.67,231.00,8.80,509.47,Gold
12-1146,Open,NJ,257.87,231.00,20.60,509.47,Gold
12-1644,Open,CA,246.33,255.00,8.00,509.33,Gold
12-7178,Open,VA,262.33,241.00,6.00,509.33,Gold
12-1746,Open,CAN,256.87,238.00,14.40,509.27,Gold
12-1591,Open,MO,304.73,191.00,13.20,508.93,Gold
12-2277,Open,NJ,255.13,235.00,18.80,508.93,Gold
12-0182,Open,CA,272.27,211.00,25.60,508.87,Gold
12-3831,Open,TX,270.27,219.00,19.40,508.67,Gold
12-5452,Open,VA,249.40,253.00,6.00,508.40,Gold
12-2908,Open,VA,273.00,214.00,21.20,508.20,Gold
12-4254,Open,TX,252.00,237.00,19.20,508.20,Gold
12-0778,Open,AL,279.00,227.00,2.00,508.00,Gold
12-1064,Open,NV,263.40,225.00,19.60,508.00,Gold
12-0194,Open,IL,270.20,232.00,5.60,507.80,Gold
12-3289,Open,MD,248.47,256.00,3.00,507.47,Gold
12-5636,Open,VA,216.87,273.00,17.60,507.47,Gold
12-5004,Open,GA,285.60,213.00,8.80,507.40,Gold
12-4042,Open,VA,279.33,224.00,4.00,507.33,Gold
12-4441,Open,IL,258.33,243.00,6.00,507.33,Gold
12-0495,Open,FL,271.40,218.00,17.80,507.20,Gold
12-5885,Open,MI,278.40,210.00,18.80,507.20,Gold
12-3049,Open,MD,231.20,252.00,23.60,506.80,Gold
12-1241,Open,CO,272.40,230.00,4.40,506.80,Gold
12-0080,Open,TX,274.93,214.00,17.80,506.73,Gold
12-2275,Open,NJ,276.67,207.00,22.80,506.47,Gold
12-1065,Open,NV,264.73,222.00,19.60,506.33,Gold
12-3528,Open,TX,275.67,214.00,16.40,506.07,Gold
12-5493,Open,TN,274.00,213.00,19.00,506.00,Gold
12-5264,Open,VA,278.93,220.00,7.00,505.93,Gold
12-5585,Open,MI,271.00,215.00,19.80,505.80,Gold
12-3325,Open,TX,259.60,228.00,18.20,505.80,Gold
12-0296,Open,OK,273.33,220.00,12.40,505.73,Gold
12-0429,Open,TN,263.33,222.00,20.40,505.73,Gold
12-1607,Open,OK,275.67,216.00,13.80,505.47,Gold
12-2679,Open,VA,259.20,236.00,10.20,505.40,Gold
12-1290,Open,OH,268.73,219.00,17.60,505.33,Gold
12-4471,Open,CO,193.53,294.00,17.80,505.33,Gold
12-1752,Open,CAN,270.67,212.00,22.60,505.27,Gold
12-0657,Open,FL,270.93,214.00,20.20,505.13,Gold
12-1099,Open,CA,289.00,202.00,13.80,504.80,Gold
12-2930,Open,CA,273.00,225.00,6.80,504.80,Gold
12-2363,Open,TX,264.13,216.00,24.60,504.73,Gold
12-3312,Open,WI,272.67,232.00,0.00,504.67,Gold
12-5870,Open,IL,253.53,243.00,8.00,504.53,Gold
12-2882,Open,OK,267.47,231.00,6.00,504.47,Gold
12-5928,Open,FL,253.47,251.00,0.00,504.47,Gold
12-0516,Open,TX,271.33,233.00,0.00,504.33,Gold
12-2378,Open,TX,259.53,232.00,12.80,504.33,Gold
12-2179,Open,VA,248.27,236.00,20.00,504.27,Gold
12-0574,Open,TX,281.47,202.00,20.60,504.07,Gold
12-3789,Open,CO,274.67,215.00,14.40,504.07,Gold
12-7345,Open,VA,279.40,202.00,22.60,504.00,Gold
12-2214,Open,CA,263.00,222.00,19.00,504.00,Gold
12-2344,Open,IN,259.00,240.00,5.00,504.00,Gold
12-2997,Open,UT,273.87,211.00,19.00,503.87,Gold
12-1443,Open,IL,257.67,242.00,4.00,503.67,Gold
12-0858,Open,NV,282.00,216.00,5.40,503.40,Gold
12-0330,Open,CO,294.67,189.00,19.60,503.27,Gold
12-3292,Open,NV,251.87,233.00,18.40,503.27,Gold
12-4724,Open,MD,266.27,213.00,23.80,503.07,Gold
12-5515,Open,WI,251.07,247.00,5.00,503.07,Gold
12-0519,Open,OR,268.27,215.00,19.60,502.87,Gold
12-1967,Open,CA,266.93,216.00,19.60,502.53,Gold
12-2241,Open,VA,264.33,228.00,10.20,502.53,Gold
12-0097,Open,GA,250.53,247.00,5.00,502.53,Gold
12-0214,Open,CA,263.07,222.00,17.40,502.47,Gold
12-6001,Open,CAN,251.53,232.00,18.60,502.13,Gold
12-4062,Open,VA,259.47,217.00,25.60,502.07,Gold
12-1392,Open,WA,262.00,228.00,12.00,502.00,Gold
12-2455,Open,CA,288.20,203.00,10.80,502.00,Gold
12-3704,Open,MI,267.00,235.00,0.00,502.00,Gold
12-3924,Open,CO,256.20,227.00,18.80,502.00,Gold
12-3258,Open,AR,252.13,235.00,14.60,501.73,Gold
12-1095,Open,CA,273.67,211.00,17.00,501.67,Gold
12-1195,Open,CO,266.00,227.00,8.60,501.60,Gold
12-1285,Open,MD,270.80,206.00,24.60,501.40,Gold
12-2309,Open,CAN,266.07,216.00,19.20,501.27,Gold
12-1856,Open,TX,286.13,200.00,15.00,501.13,Gold
12-0110,Open,TX,241.13,242.00,18.00,501.13,Gold
12-1582,Open,WA,281.60,209.00,10.40,501.00,Gold
12-1875,Open,AL,273.93,205.00,22.00,500.93,Gold
12-0608,Open,AZ,258.27,222.00,20.60,500.87,Gold
12-1820,Open,AL,271.00,207.00,22.80,500.80,Gold
12-2792,Open,NM,247.73,237.00,16.00,500.73,Gold
12-0773,Open,MI,277.07,202.00,21.60,500.67,Gold
12-5172,Open,MD,246.13,229.00,24.80,499.93,Gold
12-5187,Open,CA,264.67,229.00,6.00,499.67,Gold
12-2818,Open,AZ,256.00,236.00,7.60,499.60,Gold
12-1092,Open,TX,248.60,245.00,6.00,499.60,Gold
12-6939,Open,TX,239.07,241.00,19.40,499.47,Gold
12-5581,Open,MI,266.20,210.00,23.20,499.40,Gold
12-0208,Open,CA,241.00,233.00,25.40,499.40,Gold
12-3612,Open,CA,273.33,199.00,27.00,499.33,Gold
12-5067,Open,CA,266.33,218.00,15.00,499.33,Gold
12-2356,Open,SC,264.20,219.00,16.00,499.20,Gold
12-1843,Open,CA,255.00,237.00,7.20,499.20,Gold
12-1574,Open,CO,307.27,169.00,22.80,499.07,Gold
12-1089,Open,TX,265.53,209.00,24.40,498.93,Gold
12-2770,Open,AZ,240.47,236.00,22.00,498.47,Gold
12-6265,Open,MD,251.20,235.00,12.20,498.40,Gold
12-3947,Open,UT,274.93,203.00,20.00,497.93,Gold
12-0696,Open,TN,272.07,207.00,18.80,497.87,Gold
12-5251,Open,PA,270.47,207.00,20.40,497.87,Gold
12-0171,Open,CA,268.40,223.00,6.40,497.80,Gold
12-3068,Open,TX,276.27,216.00,5.40,497.67,Gold
12-0995,Open,SC,262.00,217.00,18.60,497.60,Gold
12-4284,Open,TX,266.53,215.00,16.00,497.53,Gold
12-0212,Open,CA,253.80,225.00,18.60,497.40,Gold
12-6375,Open,AL,262.67,222.00,12.60,497.27,Gold
12-4376,Open,AK,256.60,222.00,18.60,497.20,Gold
12-5872,Open,TX,275.07,204.00,18.00,497.07,Gold
12-0931,Open,CA,261.20,227.00,8.60,496.80,Gold
12-2801,Open,AL,260.33,225.00,11.40,496.73,Gold
12-4492,Open,VA,235.67,255.00,6.00,496.67,Gold
12-3198,Open,TX,237.00,239.00,20.60,496.60,Gold
12-1252,Open,NH,249.33,231.00,16.20,496.53,Gold
12-6469,Open,CAN,258.33,231.00,7.00,496.33,Gold
12-3938,Open,HI,252.27,224.00,19.80,496.07,Gold
12-4959,Open,OH,278.00,214.00,4.00,496.00,Gold
12-3844,Open,CO,242.33,242.00,11.60,495.93,Gold
12-1401,Open,MI,254.53,221.00,20.20,495.73,Gold
12-0383,Open,CA,250.47,229.00,16.20,495.67,Gold
12-5618,Open,VA,267.00,209.00,19.60,495.60,Gold
12-0656,Open,TX,267.33,215.00,13.20,495.53,Gold
12-2115,Open,CO,274.13,216.00,5.20,495.33,Gold
12-1718,Open,VA,272.73,198.00,24.40,495.13,Gold
12-1464,Open,FL,262.00,233.00,0.00,495.00,Gold
12-6697,Open,MD,242.00,247.00,6.00,495.00,Gold
12-1142,Open,NJ,291.33,198.00,5.60,494.93,Gold
12-4066,Open,MN,264.87,208.00,22.00,494.87,Gold
12-5698,Open,CA,270.73,201.00,22.80,494.53,Gold
12-0306,Open,FL,245.53,228.00,20.80,494.33,Gold
12-1868,Open,TX,232.00,240.00,22.20,494.20,Gold
12-0956,Open,IA,252.53,222.00,19.60,494.13,Gold
12-0890,Open,PA,253.27,223.00,17.80,494.07,Gold
12-3506,Open,HI,278.93,209.00,6.00,493.93,Gold
12-2373,Open,MD,250.53,218.00,25.40,493.93,Gold
12-3827,Open,CA,286.67,203.00,4.00,493.67,Gold
12-0170,Open,SC,260.80,218.00,14.80,493.60,Gold
12-7234,Open,TX,239.00,241.00,13.60,493.60,Gold
12-1418,Open,OH,280.40,202.00,11.20,493.60,Gold
12-4606,Open,CA,279.33,197.00,17.00,493.33,Gold
12-5951,Open,CA,247.07,227.00,19.20,493.27,Gold
12-6846,Open,NY,265.73,221.00,6.20,492.93,Gold
12-1319,Open,CAN,259.80,210.00,23.00,492.80,Gold
12-0593,Open,VA,249.87,227.00,15.80,492.67,Gold
12-5753,Open,CO,261.20,210.00,21.40,492.60,Gold
12-1012,Open,WI,266.40,223.00,3.00,492.40,Gold
12-3937,Open,FL,265.33,221.00,6.00,492.33,Gold
12-0791,Open,TX,273.40,202.00,16.80,492.20,Gold
12-5757,Open,CO,239.73,233.00,19.40,492.13,Gold
12-0900,Open,FL,265.67,213.00,13.20,491.87,Gold
12-2082,Open,TX,268.80,210.00,12.80,491.60,Gold
