OPEN and ALL Service Divisions,,,,,,,
MAXIMUM SCORE = 400,,,,,,,
Raw Cisco Quiz of 30 = 30 ,,,,,Total Cisco Score = 100,,
Packet Tracer Score =70 Weighted,,,,,Total CCS Image Score = 300,,
Team #,Division / Category,Location,Tier,Round Network Security (Images),Round Cisco Networking ,Cumulative,Advancement
12-4014,Open,TN,Gold,131,45.64,176.64,Does Not Advance
12-4015,Navy JROTC,TN,Gold,49,17,66,Does Not Advance
12-4016,Navy JROTC,TN,Silver,16,24,40,Does Not Advance
12-4017,Open,GA,Gold,24,8,32,Does Not Advance
12-4018,Open,TX,Silver,35,0,35,Does Not Advance
12-4020,Open,CA,Gold,82,21,103,Does Not Advance
12-4021,Open,OH,Platinum,129,48.71,177.71,Does Not Advance
12-4022,Open,OH,Gold,75,53.55,128.55,Does Not Advance
12-4024,Open,OH,Platinum,160,65.82,225.82,Does Not Advance
12-4025,Open,AR,Platinum,182,57.43,239.43,Does Not Advance
12-4026,Open,AR,Platinum,192,52.22,244.22,State Wildcard
12-4029,Open,AP,Platinum,130,60.76,190.76,Does Not Advance
12-4030,Open,AP,Platinum,118,85.01,203.01,Does Not Advance
12-4031,Air Force JROTC,PA,Platinum,44,39.64,83.64,Does Not Advance
12-4032,Air Force JROTC,PA,Gold,70,30.64,100.64,Does Not Advance
12-4033,Navy JROTC,GA,Gold,76,25.5,101.5,Does Not Advance
12-4035,Open,AR,Silver,126,84.01,210.01,Advances to Semifinals
12-4038,Open,KY,Platinum,146,61.14,207.14,State Wildcard
12-4039,Open,IL,Gold,153,70.61,223.61,Advances to Semifinals
12-4040,Open,IL,Gold,139,60.63,199.63,Advances to Semifinals
12-4042,Open,VA,Gold,118,21,139,Does Not Advance
12-4043,Open,VA,Platinum,50,0,50,Does Not Advance
12-4045,Open,NY,Gold,106,79.93,185.93,Advances to Semifinals
12-4046,Open,NY,Platinum,168,77.96,245.96,Does Not Advance
12-4048,Open,NY,Gold,67,37.39,104.39,Does Not Advance
12-4050,Open,NY,Gold,138,76.55,214.55,Advances to Semifinals
12-4055,Open,OK,Gold,168,73.92,241.92,Advances to Semifinals
12-4056,Open,OK,Platinum,134,63.82,197.82,Does Not Advance
12-4057,Navy JROTC,CA,Silver,1,6,7,Does Not Advance
12-4058,Navy JROTC,CA,Silver,9,11.25,20.25,Does Not Advance
12-4060,Civil Air Patrol,UT,Platinum,109,49.51,158.51,Does Not Advance
12-4062,Open,VA,Gold,133,65.17,198.17,Advances to Semifinals
12-4063,Open,TN,Gold,98,57.46,155.46,Does Not Advance
12-4065,Open,TN,Gold,130,46.68,176.68,Does Not Advance
12-4066,Open,MN,Gold,107,54.39,161.39,State Wildcard
12-4067,Open,FL,Gold,114,20.5,134.5,Does Not Advance
12-4068,Open,FL,Gold,95,38.67,133.67,Does Not Advance
12-4073,Air Force JROTC,AE,Platinum,202,74.59,276.59,Advances to Semifinals
12-4075,Open,CA,Silver,18,71.23,89.23,Does Not Advance
12-4080,Air Force JROTC,AE,Platinum,126,45.1,171.1,Does Not Advance
12-4085,Open,RI,Gold,106,44.07,150.07,Does Not Advance
12-4087,Open,MO,Platinum,160,58.07,218.07,Does Not Advance
12-4089,Navy JROTC,VA,Platinum,98,45.68,143.68,Does Not Advance
12-4093,Navy JROTC,TX,Gold,90,0,90,Does Not Advance
12-4094,Open,VA,Silver,59,0,59,Does Not Advance
12-4097,Open,CO,Platinum,232,51.64,283.64,Advances to Semifinals
12-4098,Air Force JROTC,TX,Platinum,204,57.97,261.97,Advances to Semifinals
12-4100,Air Force JROTC,TX,Gold,109,42,151,Advances to Semifinals
12-4101,Open,HI,Gold,178,43.32,221.32,Advances to Semifinals
12-4102,Open,HI,Gold,137,44.97,181.97,Does Not Advance
12-4103,Open,CA,Gold,102,28.3,130.3,Does Not Advance
12-4108,Civil Air Patrol,WI,Silver,42,0,42,Does Not Advance
12-4117,Civil Air Patrol,IL,Gold,43,0,43,Does Not Advance
12-4118,Civil Air Patrol,CA,Platinum,95,46.36,141.36,Does Not Advance
12-4119,Civil Air Patrol,CA,Gold,95,41.68,136.68,Advances to Semifinals
12-4123,Open,IL,Gold,133,19.5,152.5,Does Not Advance
12-4124,Open,WI,Gold,131,63.18,194.18,Advances to Semifinals
12-4128,Army JROTC,NC,Gold,83,0,83,Does Not Advance
12-4130,Air Force JROTC,NC,Silver,42,6.75,48.75,Does Not Advance
12-4134,Navy JROTC,VA,Gold,75,57.82,132.82,Advances to Semifinals
12-4135,Navy JROTC,VA,Gold,75,48.09,123.09,Advances to Semifinals
12-4136,Open,CAN,Silver,14,35.4,49.4,Does Not Advance
12-4140,Open,MI,Silver,40,36.34,76.34,Does Not Advance
12-4144,Open,CO,Gold,127,35.51,162.51,Does Not Advance
12-4145,Air Force JROTC,VA,Silver,32,9.75,41.75,Does Not Advance
12-4151,Open,OK,Platinum,82,62.97,144.97,Does Not Advance
12-4152,Open,CO,Platinum,138,56.72,194.72,Does Not Advance
12-4153,Open,CO,Platinum,141,55.5,196.5,Does Not Advance
12-4154,Open,CO,Gold,100,24,124,Does Not Advance
12-4155,Open,WY,Silver,46,20.25,66.25,State Wildcard
12-4157,Open,CO,Gold,99,41.64,140.64,Does Not Advance
12-4166,Navy JROTC,CA,Gold,63,3,66,Does Not Advance
12-4168,Air Force JROTC,FL,Gold,18,0,18,Does Not Advance
12-4175,Marine Corps JROTC,SC,Platinum,102,44.05,146.05,Does Not Advance
12-4176,Marine Corps JROTC,SC,Platinum,150,40.01,190.01,Category Wildcard
12-4177,Marine Corps JROTC,SC,Platinum,86,11,97,Does Not Advance
12-4188,Open,WA,Platinum,219,89.34,308.34,Advances to Semifinals
12-4189,Open,WA,Platinum,130,55.59,185.59,Does Not Advance
12-4190,Open,WA,Platinum,128,40.14,168.14,Does Not Advance
12-4194,Open,HI,Platinum,197,72.21,269.21,Advances to Semifinals
12-4195,Open,HI,Platinum,156,63.09,219.09,Does Not Advance
12-4197,Navy JROTC,PA,Gold,71,0,71,Does Not Advance
12-4200,Air Force JROTC,TX,Platinum,103,44.64,147.64,Does Not Advance
12-4202,Navy JROTC,PA,Platinum,122,31.07,153.07,Does Not Advance
12-4204,Open,OK,Gold,102,30,132,Does Not Advance
12-4205,Open,OK,Silver,91,0,91,Does Not Advance
12-4206,Open,TX,Gold,75,0,75,Does Not Advance
12-4207,Open,TX,Silver,17,39.1,56.1,Does Not Advance
12-4209,Open,FL,Gold,50,92.39,142.39,Does Not Advance
12-4210,Navy JROTC,NM,Silver,1,58.91,59.91,Does Not Advance
12-4213,Navy JROTC,NM,Gold,100,39.03,139.03,Advances to Semifinals
12-4214,Navy JROTC,NM,Gold,94,2,96,Does Not Advance
12-4216,Marine Corps JROTC,MD,Silver,39,18.75,57.75,Does Not Advance
12-4219,Open,VA,Gold,146,43.28,189.28,Advances to Semifinals
12-4220,Open,NC,Silver,88,83.52,171.52,Advances to Semifinals
12-4222,Open,TX,Gold,165,62.63,227.63,Advances to Semifinals
12-4223,Open,TX,Silver,174,81.02,255.02,Advances to Semifinals
12-4224,Open,CA,Gold,107,41.14,148.14,Does Not Advance
12-4225,Open,CA,Gold,105,32.64,137.64,Does Not Advance
12-4227,Open,NE,Gold,129,31.64,160.64,Does Not Advance
12-4237,Air Force JROTC,CA,Platinum,37,46.64,83.64,Does Not Advance
12-4240,Open,CA,Platinum,200,20,220,Does Not Advance
12-4242,Air Force JROTC,CA,Silver,0,0,0,Does Not Advance
12-4243,Open,CA,Platinum,103,55.46,158.46,Does Not Advance
12-4244,Air Force JROTC,CA,Gold,0,0,0,Does Not Advance
12-4254,Open,TX,Gold,110,47.67,157.67,Does Not Advance
12-4255,Open,TX,Platinum,236,87.17,323.17,Advances to Semifinals
12-4256,Civil Air Patrol,NJ,Gold,99,7.5,106.5,Does Not Advance
12-4257,Civil Air Patrol,NJ,Gold,83,18,101,Does Not Advance
12-4259,Open,NJ,Silver,96,41.84,137.84,Advances to Semifinals
12-4261,Open,CA,Platinum,163,50,213,Does Not Advance
12-4263,Open,SC,Silver,76,0,76,Does Not Advance
12-4265,Navy JROTC,MD,Gold,125,40.53,165.53,Advances to Semifinals
12-4267,Open,VA,Gold,122,38.14,160.14,Does Not Advance
12-4268,Open,VA,Platinum,156,15,171,Does Not Advance
12-4274,Open,CAN,Silver,18,18,36,Does Not Advance
12-4276,Air Force JROTC,AL,Gold,83,0,83,Does Not Advance
12-4282,Air Force JROTC,PA,Gold,54,31.32,85.32,Does Not Advance
12-4284,Open,TX,Gold,119,54.09,173.09,Does Not Advance
12-4285,Open,TX,Silver,35,52.08,87.08,Does Not Advance
12-4288,Open,CA,Silver,69,20.25,89.25,Does Not Advance
12-4289,Open,IA,Silver,0,0,0,Does Not Advance
12-4290,Open,IA,Silver,0,0,0,Does Not Advance
12-4291,Open,IA,Silver,49,0,49,Does Not Advance
12-4294,Open,CA,Gold,97,0,97,Does Not Advance
12-4295,Open,CA,Gold,122,0,122,Does Not Advance
12-4296,Open,CA,Silver,52,0,52,Does Not Advance
12-4297,Open,TX,Silver,33,0,33,Does Not Advance
12-4298,Open,TX,Gold,145,61.07,206.07,Advances to Semifinals
12-4301,Open,CA,Gold,145,15,160,Does Not Advance
12-4302,Open,TX,Silver,6,10.5,16.5,Does Not Advance
12-4303,Open,VA,Silver,54,0,54,Does Not Advance
12-4304,Open,OK,Silver,23,72.15,95.15,Does Not Advance
12-4305,Open,TX,Platinum,155,53.05,208.05,Does Not Advance
12-4306,Open,PA,Silver,148,85.58,233.58,Advances to Semifinals
12-4308,Open,AL,Platinum,109,60.76,169.76,Does Not Advance
12-4309,Open,VA,Platinum,132,51.09,183.09,Does Not Advance
12-4311,Air Force JROTC,RI,Silver,31,19.5,50.5,Does Not Advance
12-4313,Air Force JROTC,RI,Gold,45,15,60,Does Not Advance
12-4315,Air Force JROTC,RI,Silver,32,0,32,Does Not Advance
12-4316,Air Force JROTC,RI,Silver,0,0,0,Does Not Advance
12-4318,Air Force JROTC,RI,Gold,59,14.5,73.5,Does Not Advance
12-4321,Air Force JROTC,UT,Platinum,96,19.5,115.5,Does Not Advance
12-4325,Open,WA,Gold,135,60.46,195.46,Advances to Semifinals
12-4328,Open,VA,Gold,158,48.03,206.03,Advances to Semifinals
12-4329,Open,SC,Silver,93,80.33,173.33,Advances to Semifinals
12-4330,Open,KS,Silver,77,72.45,149.45,Advances to Semifinals
12-4331,Open,KS,Gold,120,51.67,171.67,State Wildcard
12-4332,Open,SC,Gold,78,35.71,113.71,Does Not Advance
12-4333,Air Force JROTC,TN,Gold,8,0,8,Does Not Advance
12-4338,Civil Air Patrol,AL,Silver,72,0,72,Advances to Semifinals
12-4342,Army JROTC,AZ,Gold,37,31.84,68.84,Does Not Advance
12-4344,Open,CO,Silver,76,82.77,158.77,Advances to Semifinals
12-4349,Navy JROTC,CA,Silver,81,0,81,Advances to Semifinals
12-4350,Open,TX,Gold,Withheld,Withheld,0,Registration Action Required
12-4352,Open,CA,Silver,109,0,109,Does Not Advance
12-4353,Open,CA,Silver,24,0,24,Does Not Advance
12-4354,Open,CA,Gold,138,28.34,166.34,Does Not Advance
12-4355,Open,OR,Platinum,140,42.01,182.01,State Wildcard
12-4357,Open,CA,Platinum,198,61.63,259.63,Advances to Semifinals
12-4358,Open,CA,Gold,115,23,138,Does Not Advance
12-4359,Open,NJ,Platinum,186,90.68,276.68,Advances to Semifinals
12-4360,Open,NJ,Gold,105,64.47,169.47,Does Not Advance
12-4361,Open,NJ,Gold,81,27,108,Does Not Advance
12-4362,Open,NJ,Gold,109,48.22,157.22,Does Not Advance
12-4367,Open,CAN,Silver,69,15.75,84.75,Does Not Advance
12-4368,Civil Air Patrol,CA,Platinum,166,41.14,207.14,Advances to Semifinals
12-4369,Open,CA,Platinum,159,59.42,218.42,Does Not Advance
12-4372,Open,CA,Gold,157,47.82,204.82,Advances to Semifinals
12-4373,Open,CA,Platinum,136,56.42,192.42,Does Not Advance
12-4374,Civil Air Patrol,TN,Gold,51,16.5,67.5,Does Not Advance
12-4376,Open,AK,Gold,109,59.72,168.72,State Wildcard
12-4377,Marine Corps JROTC,MA,Platinum,87,57.92,144.92,Does Not Advance
12-4379,Open,CA,Platinum,101,39.64,140.64,Does Not Advance
12-4380,Open,CA,Platinum,92,72.93,164.93,Does Not Advance
12-4383,Civil Air Patrol,NE,Platinum,134,61.14,195.14,Advances to Semifinals
12-4384,Civil Air Patrol,NE,Silver,Withheld,Withheld,0,Registration Action Required
12-4385,Navy JROTC,FL,Platinum,128,53.26,181.26,Does Not Advance
12-4386,Open,VA,Silver,44,24,68,Does Not Advance
12-4389,Open,MT,Platinum,167,64.5,231.5,State Wildcard
12-4392,Open,TX,Gold,91,42.34,133.34,Does Not Advance
12-4393,Open,TX,Gold,137,50.38,187.38,Advances to Semifinals
12-4394,Open,TX,Gold,90,38.64,128.64,Does Not Advance
12-4395,Air Force JROTC,VA,Gold,42,32.18,74.18,Does Not Advance
12-4400,Air Force JROTC,SC,Silver,6,39.83,45.83,Does Not Advance
12-4401,Air Force JROTC,SC,Silver,2,21,23,Does Not Advance
12-4403,Open,CO,Gold,126,53.78,179.78,Does Not Advance
12-4404,Army JROTC,AZ,Gold,86,40.53,126.53,Advances to Semifinals
12-4405,Army JROTC,AZ,Platinum,130,39.5,169.5,Does Not Advance
12-4406,Open,AZ,Silver,42,27.29,69.29,Does Not Advance
12-4407,Army JROTC,TX,Gold,44,0,44,Does Not Advance
12-4408,Open,TX,Gold,117,28.64,145.64,Does Not Advance
12-4409,Open,TX,Gold,72,0,72,Does Not Advance
12-4410,Open,TX,Silver,13,0,13,Does Not Advance
12-4411,Open,TX,Silver,Withheld,Withheld,0,Registration Action Required
12-4412,Open,AL,Platinum,238,82.61,320.61,Advances to Semifinals
12-4413,Open,AL,Platinum,116,39.64,155.64,Does Not Advance
12-4415,Open,IL,Platinum,150,37.38,187.38,Does Not Advance
12-4421,Open,GA,Gold,82,49.38,131.38,Does Not Advance
12-4423,Navy JROTC,VA,Gold,49,36.97,85.97,Does Not Advance
12-4424,Open,TX,Gold,100,18,118,Does Not Advance
12-4425,Open,MI,Silver,Withheld,Withheld,0,Registration Action Required
12-4436,Open,MD,Silver,46,0,46,Does Not Advance
12-4437,Open,MD,Gold,112,21.5,133.5,Does Not Advance
12-4438,Open,MD,Gold,75,24,99,Does Not Advance
12-4440,Open,MD,Silver,110,16.5,126.5,Advances to Semifinals
12-4441,Open,IL,Gold,157,0,157,Does Not Advance
12-4448,Open,CA,Platinum,192,59.26,251.26,Does Not Advance
12-4454,Open,CO,Platinum,164,43.89,207.89,Does Not Advance
12-4456,Open,CO,Platinum,96,35.67,131.67,Does Not Advance
12-4457,Open,CAN,Silver,44,55.44,99.44,Does Not Advance
12-4458,Army JROTC,TX,Gold,121,11,132,Advances to Semifinals
12-4459,Army JROTC,TX,Gold,46,2,48,Does Not Advance
12-4460,Army JROTC,TX,Silver,27,0,27,Does Not Advance
12-4461,Open,CA,Silver,50,77.52,127.52,Advances to Semifinals
12-4463,Army JROTC,TX,Gold,94,10,104,Does Not Advance
12-4464,Air Force JROTC,MN,Gold,120,0,120,Does Not Advance
12-4471,Open,CO,Gold,148,59.82,207.82,Advances to Semifinals
12-4479,Open,HI,Silver,18,0,18,Does Not Advance
12-4483,Civil Air Patrol,NC,Silver,79,0,79,Advances to Semifinals
12-4484,Civil Air Patrol,PA,Silver,6,23.25,29.25,Does Not Advance
12-4487,Open,NY,Gold,31,0,31,Does Not Advance
12-4489,Open,SC,Gold,183,47.67,230.67,Advances to Semifinals
12-4490,Open,NY,Gold,52,34.64,86.64,Does Not Advance
12-4492,Open,VA,Gold,106,40.01,146.01,Does Not Advance
12-4493,Open,VA,Gold,112,50.67,162.67,Does Not Advance
12-4494,Open,VA,Platinum,119,14,133,Does Not Advance
12-4495,Open,VA,Gold,101,39.64,140.64,Does Not Advance
12-4496,Open,VA,Gold,144,45.01,189.01,Advances to Semifinals
12-4497,Air Force JROTC,KS,Platinum,133,33.5,166.5,Does Not Advance
12-4498,Open,TX,Gold,163,76.82,239.82,Advances to Semifinals
12-4499,Open,GA,Silver,45,18.75,63.75,Does Not Advance
12-4500,Open,GA,Silver,43,0,43,Does Not Advance
12-4501,Open,GA,Silver,14,0,14,Does Not Advance
12-4503,Open,PA,Silver,157,79.95,236.95,Advances to Semifinals
12-4504,Open,IL,Gold,156,44.36,200.36,Advances to Semifinals
12-4505,Marine Corps JROTC,TX,Platinum,75,51.71,126.71,Does Not Advance
12-4506,Navy JROTC,SC,Platinum,95,61.8,156.8,Does Not Advance
12-4507,Navy JROTC,SC,Platinum,106,13.5,119.5,Does Not Advance
12-4509,Open,NV,Platinum,120,70.92,190.92,Does Not Advance
12-4510,Open,NV,Platinum,114,53.47,167.47,Does Not Advance
12-4512,Open,RI,Gold,69,47.14,116.14,Does Not Advance
12-4514,Open,RI,Platinum,171,50.78,221.78,Does Not Advance
12-4524,Army JROTC,TX,Gold,16,0,16,Does Not Advance
12-4526,Open,PA,Silver,141,87.27,228.27,Advances to Semifinals
12-4527,Open,PA,Silver,137,87.14,224.14,Advances to Semifinals
12-4531,Air Force JROTC,AK,Gold,98,15,113,Does Not Advance
12-4532,Air Force JROTC,AK,Gold,93,32.97,125.97,Advances to Semifinals
12-4534,Open,VA,Gold,Withheld,Withheld,0,Registration Action Required
12-4535,Army JROTC,NV,Gold,74,18,92,Does Not Advance
12-4536,Army JROTC,NV,Gold,109,12,121,Does Not Advance
12-4542,Open,TN,Gold,146,42.34,188.34,Advances to Semifinals
12-4543,Open,TN,Silver,84,81.83,165.83,Advances to Semifinals
12-4544,Open,TN,Gold,127,33.34,160.34,Does Not Advance
12-4545,Open,TN,Silver,104,0,104,Does Not Advance
12-4547,Open,CAN,Gold,138,59.11,197.11,Advances to Semifinals
12-4551,Navy JROTC,WA,Gold,22,12,34,Does Not Advance
12-4552,Army JROTC,NV,Gold,78,9,87,Does Not Advance
12-4553,Navy JROTC,WA,Platinum,73,13.5,86.5,Does Not Advance
12-4554,Army JROTC,NV,Gold,62,21.5,83.5,Does Not Advance
12-4561,Navy JROTC,CA,Gold,108,0,108,Does Not Advance
12-4562,Navy JROTC,CA,Silver,4,0,4,Does Not Advance
12-4563,Navy JROTC,CA,Silver,20,0,20,Does Not Advance
12-4567,Open,TX,Gold,80,41.97,121.97,Does Not Advance
12-4568,Open,TX,Gold,120,30,150,Does Not Advance
12-4569,Open,ME,Silver,0,19.5,19.5,Does Not Advance
12-4571,Open,MA,Silver,49,0,49,Does Not Advance
12-4576,Open,CA,Platinum,153,85.05,238.05,Does Not Advance
12-4577,Civil Air Patrol,ID,Gold,82,52.22,134.22,Advances to Semifinals
12-4578,Open,CA,Gold,144,49.72,193.72,Advances to Semifinals
12-4579,Open,CA,Gold,134,17,151,Does Not Advance
12-4580,Civil Air Patrol,ID,Gold,55,37.68,92.68,Does Not Advance
12-4581,Open,CA,Gold,107,41.14,148.14,Does Not Advance
12-4583,Open,DC,Silver,62,0,62,Does Not Advance
12-4592,Civil Air Patrol,FL,Silver,52,0,52,Does Not Advance
12-4593,Civil Air Patrol,MI,Gold,127,8,135,Advances to Semifinals
12-4594,Open,TX,Silver,53,10.5,63.5,Does Not Advance
12-4595,Open,TX,Silver,100,13.5,113.5,Advances to Semifinals
12-4596,Open,TX,Silver,86,18.75,104.75,Does Not Advance
12-4597,Civil Air Patrol,WA,Gold,59,0,59,Does Not Advance
12-4600,Navy JROTC,PA,Silver,48,0,48,Does Not Advance
12-4602,Open,SC,Platinum,101,49.47,150.47,Does Not Advance
12-4606,Open,CA,Gold,116,49.68,165.68,Does Not Advance
12-4608,Civil Air Patrol,TX,Silver,29,0,29,Does Not Advance
12-4612,Open,MN,Gold,131,12,143,Does Not Advance
12-4613,Open,MI,Gold,59,59.78,118.78,Does Not Advance
12-4614,Open,GA,Gold,107,52.43,159.43,Does Not Advance
12-4615,Open,CAN,Silver,23,0,23,Does Not Advance
12-4616,Open,NJ,Platinum,143,15,158,Does Not Advance
12-4617,Open,NJ,Gold,158,23,181,Does Not Advance
12-4618,Air Force JROTC,OK,Platinum,172,66,238,Advances to Semifinals
12-4623,Open,IL,Gold,91,30.14,121.14,Does Not Advance
12-4624,Open,OK,Gold,129,58.75,187.75,Advances to Semifinals
12-4625,Open,OK,Gold,93,50.59,143.59,Does Not Advance
12-4626,Open,IL,Gold,87,0,87,Does Not Advance
12-4627,Open,GA,Platinum,168,56.42,224.42,Does Not Advance
12-4634,Open,MD,Gold,174,61.13,235.13,Advances to Semifinals
12-4635,Open,CAN,Silver,75,20.25,95.25,Does Not Advance
12-4636,Open,MA,Silver,-7,77.58,70.58,Does Not Advance
12-4638,Air Force JROTC,CA,Silver,8,0,8,Does Not Advance
12-4639,Open,CA,Gold,117,71.17,188.17,Advances to Semifinals
12-4640,Open,CO,Silver,134,63.83,197.83,Advances to Semifinals
12-4645,Open,MI,Gold,107,17,124,Does Not Advance
12-4654,Open,MI,Platinum,172,52.25,224.25,Does Not Advance
12-4655,Open,CA,Gold,101,41.64,142.64,Does Not Advance
12-4661,Open,CA,Gold,105,46.01,151.01,Does Not Advance
12-4662,Open,MI,Silver,98,23.25,121.25,Advances to Semifinals
12-4663,Open,CA,Gold,104,48.75,152.75,Does Not Advance
12-4664,Open,MI,Gold,122,14.5,136.5,Does Not Advance
12-4665,Open,MI,Silver,33,0,33,Does Not Advance
12-4667,Open,MI,Silver,41,0,41,Does Not Advance
12-4672,Open,NM,Gold,107,47.36,154.36,Does Not Advance
12-4674,Civil Air Patrol,VT,Gold,9,0,9,Does Not Advance
12-4676,Open,KS,Gold,80,47.67,127.67,Does Not Advance
12-4677,Open,KS,Gold,122,29.01,151.01,Does Not Advance
12-4678,Open,KS,Platinum,164,47,211,Does Not Advance
12-4679,Open,HI,Silver,Withheld,Withheld,0,Registration Action Required
12-4680,Open,HI,Silver,60,78.65,138.65,Advances to Semifinals
12-4683,Open,CAN,Platinum,185,58.96,243.96,Does Not Advance
12-4684,Open,WA,Silver,36,0,36,Does Not Advance
12-4685,Open,WA,Gold,42,0,42,Does Not Advance
12-4687,Open,WA,Silver,54,0,54,Does Not Advance
12-4688,Air Force JROTC,CA,Gold,64,10,74,Does Not Advance
12-4689,Air Force JROTC,CA,Gold,81,11,92,Does Not Advance
12-4691,Navy JROTC,MD,Silver,0,0,0,Does Not Advance
12-4699,Navy JROTC,NC,Silver,6,8.25,14.25,Does Not Advance
12-4702,Army JROTC,MD,Silver,29,6.75,35.75,Does Not Advance
12-4703,Army JROTC,MD,Silver,22,0,22,Does Not Advance
12-4705,Air Force JROTC,FL,Gold,74,0,74,Does Not Advance
12-4710,Open,AR,Silver,22,0,22,Does Not Advance
12-4711,Open,CT,Gold,65,29.64,94.64,Does Not Advance
12-4712,Open,GA,Gold,101,56.5,157.5,Does Not Advance
12-4714,Air Force JROTC,OH,Gold,36,61.28,97.28,Does Not Advance
12-4719,Open,VA,Silver,56,20.25,76.25,Does Not Advance
12-4720,Open,VA,Silver,78,48.45,126.45,Advances to Semifinals
12-4721,Navy JROTC,SC,Silver,0,0,0,Does Not Advance
12-4722,Navy JROTC,SC,Silver,28,0,28,Does Not Advance
12-4723,Navy JROTC,SC,Silver,30,0,30,Does Not Advance
12-4724,Open,MD,Gold,144,63.09,207.09,Advances to Semifinals
12-4725,Open,MD,Gold,56,48.64,104.64,Does Not Advance
12-4726,Open,MD,Gold,89,49.88,138.88,Does Not Advance
12-4730,Open,MO,Platinum,139,82.51,221.51,Does Not Advance
12-4733,Open,PA,Platinum,127,64.34,191.34,Does Not Advance
12-4734,Open,PA,Gold,83,27.64,110.64,Does Not Advance
12-4735,Open,PA,Gold,97,41.07,138.07,Does Not Advance
12-4736,Open,PA,Gold,104,34.14,138.14,Does Not Advance
12-4737,Open,PA,Platinum,125,65.47,190.47,Does Not Advance
12-4738,Open,GA,Silver,92,0,92,Does Not Advance
12-4739,Navy JROTC,SC,Gold,71,0,71,Does Not Advance
12-4740,Navy JROTC,SC,Silver,46,0,46,Does Not Advance
12-4742,Open,RI,Gold,62,19,81,Does Not Advance
12-4743,Open,CAN,Silver,36,25.5,61.5,Does Not Advance
12-4744,Open,OH,Silver,91,17.25,108.25,Does Not Advance
12-4747,Army JROTC,NC,Gold,51,0,51,Does Not Advance
12-4748,Open,OH,Silver,32,27.75,59.75,Does Not Advance
12-4750,Open,PA,Silver,107,15,122,Advances to Semifinals
12-4751,Open,PA,Silver,94,18,112,Does Not Advance
12-4752,Open,CO,Gold,112,57.76,169.76,Does Not Advance
12-4760,Open,MN,Silver,68,0,68,Does Not Advance
12-4765,Open,MN,Silver,48,0,48,Does Not Advance
12-4767,Army JROTC,NC,Gold,21,21,42,Does Not Advance
12-4768,Air Force JROTC,NC,Gold,52,0,52,Does Not Advance
12-4771,Open,CA,Gold,81,52.07,133.07,Does Not Advance
12-4772,Open,CA,Gold,77,44.22,121.22,Does Not Advance
